relName,className,WMC,NA,NAIMP,NM,NMIMP,NumPara,SLOC1,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,SIX,SP,SPA,SPD,CAMC,Co,DCd,DCi,ICH,LCC,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,NHD,NewCo,NewLCOM5,OCC,PCC,SNHD,TCC,ACAIC,ACMIC,AMMIC,CBI,CBO,DAC,DCAEC,DCMEC,DMMEC,ICP,IHICP,MPC,NIHICP,OCAEC,OCAIC,OCMEC,OCMIC,OMMEC,OMMIC,RFC,bug
lang3\ArrayUtils.java,org.apache.commons.lang3.ArrayUtils,528,20,20,202,202,374,1734,1323,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0.0416566046848587,0.0342786069651741,0.0758344870019997,0.123365636055991,167,0.0656822027380403,19504,18707,132,70,0.982835820895522,0.924630650178232,0.043840204916014,0.022029702970297,0.243781094527363,0,-0.834078693636403,0.0656822027380403,0,0,0,0,4,10,0,0,0,11,0,6,11,0,10,0,70,15,6,286,0
lang3\BitField.java,org.apache.commons.lang3.BitField,23,2,2,18,18,23,67,46,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.147058823529412,1,1,29,1,130,107,11,1,0.764705882352941,0.602941176470588,0.241830065359477,0.277777777777778,1,1,-0.777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
lang3\BooleanUtils.java,org.apache.commons.lang3.BooleanUtils,116,0,0,36,36,67,287,197,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.149305555555556,-0.0436974789915966,0.0100840336134454,0.0100840336134454,31,0,630,630,36,27,undefined,0.76765873015873,0.0142857142857143,undefined,0,0,-0.730841121495328,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,63,0,1,37,0
lang3\CharEncoding.java,org.apache.commons.lang3.CharEncoding,3,6,6,1,1,2,19,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0
lang3\CharRange.java,org.apache.commons.lang3.CharRange,25,5,5,14,14,12,146,99,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0.160714285714286,0.307692307692308,0.397435897435897,0.435897435897436,17,0.358974358974359,59,27,6,2,0.753846153846154,0.760989010989011,0.406593406593407,0.3,0.923076923076923,0.615384615384615,1,0.320512820512821,0,0,0,0,1,1,0,0,0,2,0,1,2,0,1,1,2,5,1,15,0
lang3\CharSequenceUtils.java,org.apache.commons.lang3.CharSequenceUtils,4,0,0,2,2,3,8,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1,1,2,2,undefined,0.5,0,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0
lang3\CharSet.java,org.apache.commons.lang3.CharSet,22,8,8,10,10,7,96,72,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.175,0.277777777777778,0.476190476190476,0.476190476190476,8,0.476190476190476,30,15,5,1,1.01388888888889,0.694444444444444,0.422222222222222,0.0875,1,0,-0.333333333333336,0.476190476190476,0,0,0,0,1,7,0,0,0,12,0,5,12,0,2,0,7,6,5,16,0
lang3\CharSetUtils.java,org.apache.commons.lang3.CharSetUtils,27,0,0,10,10,19,104,82,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.5,-0.0833333333333333,0.214285714285714,0.214285714285714,8,0,45,45,10,4,undefined,0.681481481481481,0.133333333333333,undefined,0,0,0.523809523809524,0,0,0,0,0,3,0,0,0,0,40,0,20,40,0,0,0,25,0,20,22,0
lang3\CharUtils.java,org.apache.commons.lang3.CharUtils,39,5,5,23,23,26,144,89,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.282608695652174,-0.0865800865800866,0.00432900432900433,0.00432900432900433,4,0,253,253,23,21,1.02727272727273,0.679841897233202,0.00790513833992095,0.0173913043478261,0,0,-0.425414364640884,0,0,0,0,0,1,3,0,0,0,6,0,3,6,0,3,0,15,1,3,24,0
lang3\ClassUtils.java,org.apache.commons.lang3.ClassUtils,124,8,8,36,36,57,463,318,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.118055555555556,-0.0117647058823529,0.126881720430108,0.139784946236559,22,0.137634408602151,619,608,30,15,0.978571428571429,0.822619047619048,0.0444444444444444,0.0486111111111111,0.314285714285714,0,-0.503597122302158,0.124731182795699,0,0,0,0,4,6,0,0,0,13,0,6,13,0,6,0,76,7,6,104,0
lang3\EnumUtils.java,org.apache.commons.lang3.EnumUtils,8,0,0,5,5,8,29,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.533333333333333,-0.666666666666667,0,0,0,0,10,10,5,5,undefined,0.466666666666667,0,undefined,0,0,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0
