relName,className,WMC,NA,NAIMP,NM,NMIMP,NumPara,SLOC1,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,SIX,SP,SPA,SPD,CAMC,Co,DCd,DCi,ICH,LCC,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,NHD,NewCo,NewLCOM5,OCC,PCC,SNHD,TCC,ACAIC,ACMIC,AMMIC,CBI,CBO,DAC,DCAEC,DCMEC,DMMEC,ICP,IHICP,MPC,NIHICP,OCAEC,OCAIC,OCMEC,OCMIC,OMMEC,OMMIC,RFC,bug
lang\ArrayUtils.java,org.apache.commons.lang.ArrayUtils,481,20,20,175,175,346,1581,1220,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0.0464468864468864,0.0454454853498106,0.0995528035775714,0.163329893360853,167,0.0859305125558995,14460,13695,121,59,0.985344827586207,0.917254852427266,0.0563546798029557,0.0202857142857143,0.281609195402299,0,-0.807599856799467,0.0859305125558995,0,0,0,0,5,10,0,0,0,15,0,9,15,0,10,0,48,14,9,271,2
lang\BitField.java,org.apache.commons.lang.BitField,23,2,2,18,18,23,67,46,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.147058823529412,1,1,29,1,130,107,11,1,0.764705882352941,0.602941176470588,0.241830065359477,0.277777777777778,1,1,-0.777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
lang\BooleanUtils.java,org.apache.commons.lang.BooleanUtils,116,0,0,36,36,67,287,197,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.149305555555556,-0.0436974789915966,0.0100840336134454,0.0100840336134454,31,0,630,630,36,27,undefined,0.76765873015873,0.0142857142857143,undefined,0,0,-0.730841121495328,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,63,0,1,37,0
lang\CharEncoding.java,org.apache.commons.lang.CharEncoding,3,6,6,1,1,2,19,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0
lang\CharRange.java,org.apache.commons.lang.CharRange,23,5,5,12,12,11,85,59,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.1875,0.454545454545455,0.892857142857143,1,1,1,34,2,4,1,0.709090909090909,0.708333333333333,0.545454545454545,0.35,1,0.727272727272727,0.111111111111109,0.892857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,12,0
lang\CharSet.java,org.apache.commons.lang.CharSet,22,8,8,10,10,7,96,72,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.175,0.277777777777778,0.476190476190476,0.476190476190476,8,0.476190476190476,30,15,5,1,1.01388888888889,0.694444444444444,0.422222222222222,0.0875,1,0,-0.333333333333336,0.476190476190476,0,0,0,0,1,7,0,0,0,8,0,3,8,0,2,0,7,6,3,13,0
lang\CharSetUtils.java,org.apache.commons.lang.CharSetUtils,27,0,0,10,10,19,104,82,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.5,-0.0833333333333333,0.214285714285714,0.214285714285714,8,0,45,45,10,4,undefined,0.681481481481481,0.133333333333333,undefined,0,0,0.523809523809524,0,0,0,0,0,3,0,0,0,0,40,0,20,40,0,0,0,25,0,20,19,0
lang\CharUtils.java,org.apache.commons.lang.CharUtils,39,5,5,23,23,26,144,89,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.282608695652174,-0.0865800865800866,0.00432900432900433,0.00432900432900433,4,0,253,253,23,21,1.02727272727273,0.679841897233202,0.00790513833992095,0.0173913043478261,0,0,-0.425414364640884,0,0,0,0,0,1,3,0,0,0,6,0,3,6,0,3,0,15,1,3,24,0
lang\ClassUtils.java,org.apache.commons.lang.ClassUtils,120,8,8,36,36,55,450,312,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0.126262626262626,-0.0168067226890756,0.0838709677419355,0.0967741935483871,22,0.0946236559139785,622,614,30,15,0.985714285714286,0.811544011544012,0.0396825396825397,0.0416666666666667,0.314285714285714,0,-0.519999999999999,0.0817204301075269,0,0,0,0,3,6,0,0,0,9,0,4,9,0,6,0,74,5,4,103,2
lang\EnumUtils.java,org.apache.commons.lang.EnumUtils,3,0,0,2,2,1,11,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.5,0,1,1,0,1,1,1,2,2,undefined,0,0,undefined,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
lang\LocaleUtils.java,org.apache.commons.lang.LocaleUtils,36,4,4,11,11,7,134,94,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.272727272727273,-0.0666666666666667,0.357142857142857,0.357142857142857,6,0.357142857142857,53,51,9,4,0.95,0.563636363636364,0.127272727272727,0.136363636363636,0.6,0.6,-1,0.357142857142857,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,14,0,0,11,0
lang\ObjectUtils.java,org.apache.commons.lang.ObjectUtils,25,1,1,10,10,16,69,43,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.24,-0.222222222222222,0,0,0,0,45,45,10,9,1.11111111111111,0.715555555555556,0.0222222222222222,0,0,0,0.368421052631578,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,12,4,0,10,0
lang\RandomStringUtils.java,org.apache.commons.lang.RandomStringUtils,26,1,1,12,12,30,97,64,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.0909090909090909,0.818181818181818,0.818181818181818,18,0.818181818181818,60,54,9,2,0.727272727272727,0.721212121212121,0.242424242424242,0.333333333333333,0.818181818181818,0,0.478260869565217,0.818181818181818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,13,0,0,12,0
lang\SerializationException.java,org.apache.commons.lang.SerializationException,4,1,1,4,4,4,15,10,1,0,1,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0.5,-1,undefined,undefined,0,undefined,6,6,4,4,1.33333333333333,0.333333333333333,0,0,0,0,-1,undefined,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
lang\SerializationUtils.java,org.apache.commons.lang.SerializationUtils,16,0,0,6,6,11,60,37,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.25,-0.2,0.1,0.1,4,0,15,15,6,3,undefined,0.588888888888889,0.2,undefined,0,0,-0.333333333333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0
