relName,className,WMC,NA,NAIMP,NM,NMIMP,NumPara,SLOC1,stms,AID,CLD,DIT,DP,DPA,DPD,NMA,NMI,NMO,NOA,NOC,NOD,NOP,SIX,SP,SPA,SPD,CAMC,Co,DCd,DCi,ICH,LCC,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,NHD,NewCo,NewLCOM5,OCC,PCC,SNHD,TCC,ACAIC,ACMIC,AMMIC,CBI,CBO,DAC,DCAEC,DCMEC,DMMEC,ICP,IHICP,MPC,NIHICP,OCAEC,OCAIC,OCMEC,OCMIC,OMMEC,OMMIC,RFC,bug
lang\ArrayUtils.java,org.apache.commons.lang.ArrayUtils,479,20,20,175,175,346,1576,1218,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0.0628571428571429,0.0454454853498106,0.0995528035775714,0.163329893360853,185,0.0859305125558995,14460,13695,121,59,0.985344827586207,0.888862303542106,0.0563546798029557,0.0202857142857143,0.281609195402299,0,-0.838086381483777,0.0859305125558995,0,0,0,0,5,10,0,0,0,17,0,10,17,0,10,0,30,12,10,272,0
lang\BitField.java,org.apache.commons.lang.BitField,23,2,2,18,18,23,67,46,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0.291666666666667,0.147058823529412,1,1,29,1,130,107,11,1,0.764705882352941,0.602941176470588,0.241830065359477,0.277777777777778,1,1,-0.777777777777777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
lang\BooleanUtils.java,org.apache.commons.lang.BooleanUtils,118,0,0,37,37,68,290,200,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0.148648648648649,-0.0428571428571429,0.00952380952380952,0.00952380952380952,31,0,666,666,37,28,undefined,0.768768768768769,0.0135135135135135,undefined,0,0,-0.731448763250884,0,0,0,0,0,2,0,0,0,0,2,0,1,2,0,0,0,64,12,1,38,1
lang\CharEncoding.java,org.apache.commons.lang.CharEncoding,3,6,6,1,1,2,19,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0
lang\CharRange.java,org.apache.commons.lang.CharRange,23,5,5,12,12,11,85,59,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.1875,0.454545454545455,0.892857142857143,1,1,1,34,2,4,1,0.709090909090909,0.708333333333333,0.545454545454545,0.35,1,0.727272727272727,0.111111111111109,0.892857142857143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,12,0
lang\CharSet.java,org.apache.commons.lang.CharSet,22,8,8,10,10,7,94,73,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.175,0.277777777777778,0.476190476190476,0.476190476190476,8,0.476190476190476,30,15,5,1,1.01388888888889,0.694444444444444,0.422222222222222,0.0875,1,0,-0.333333333333336,0.476190476190476,0,0,0,0,1,7,0,0,0,8,0,3,8,0,2,1,7,7,3,13,0
lang\CharSetUtils.java,org.apache.commons.lang.CharSetUtils,34,0,0,12,12,23,132,104,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0.472222222222222,-0.0909090909090909,0.133333333333333,0.133333333333333,8,0,66,66,12,6,undefined,0.661616161616162,0.0909090909090909,undefined,0,0,0.25,0,0,0,0,0,3,0,0,0,0,44,0,22,44,0,0,0,31,1,22,21,0
lang\CharUtils.java,org.apache.commons.lang.CharUtils,39,5,5,23,23,26,144,89,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0.282608695652174,-0.0865800865800866,0.00432900432900433,0.00432900432900433,4,0,253,253,23,21,1.02727272727273,0.679841897233202,0.00790513833992095,0.0173913043478261,0,0,-0.425414364640884,0,0,0,0,0,1,3,0,0,0,6,0,3,6,0,3,0,15,1,3,24,0
lang\ClassUtils.java,org.apache.commons.lang.ClassUtils,86,7,7,24,24,35,342,244,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0.152777777777778,-0.0474308300395257,0.0476190476190476,0.051948051948052,10,0.0476190476190476,273,270,21,13,0.993788819875776,0.767713365539452,0.0398550724637681,0.0476190476190476,0.173913043478261,0,-0.603448275862069,0.0432900432900433,0,0,0,0,3,5,0,0,0,9,0,4,9,0,5,0,51,6,4,92,0
lang\Entities.java,org.apache.commons.lang.Entities,31,8,8,11,11,19,577,239,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0.246753246753247,0.0444444444444444,1,1,27,1,52,49,9,1,1.025,0.688311688311688,0.218181818181818,0.0681818181818182,0.9,0,-0.121951219512195,1,0,0,0,0,3,7,0,0,0,4,0,2,4,0,4,0,19,6,2,13,0
