"moduleName","avg_SLOC","avg_WMC","avg_CBO","avg_RFC","avg_LCOM5","avg_DIT","avg_NOC","avg_delta_WMC","avg_delta_CBO","avg_delta_RFC","avg_delta_LCOM5","avg_delta_DIT","avg_delta_NOC","avg_X.WMC","avg_X.CBO","avg_X.RFC","avg_X.LCOM5","avg_X.DIT","avg_X.NOC","avg_addedsloc","avg_deletedsloc","avg_changedsloc","avg_churnsloc","avg_X.added","avg_X.deleted","avg_X.changed","avg_X.churn","max_SLOC","max_WMC","max_CBO","max_RFC","max_LCOM5","max_DIT","max_NOC","max_delta_WMC","max_delta_CBO","max_delta_RFC","max_delta_LCOM5","max_delta_DIT","max_delta_NOC","max_X.WMC","max_X.CBO","max_X.RFC","max_X.LCOM5","max_X.DIT","max_X.NOC","max_addedsloc","max_deletedsloc","max_changedsloc","max_churnsloc","max_X.added","max_X.deleted","max_X.changed","max_X.churn","sum_SLOC","sum_WMC","sum_CBO","sum_RFC","sum_LCOM5","sum_DIT","sum_NOC","sum_delta_WMC","sum_delta_CBO","sum_delta_RFC","sum_delta_LCOM5","sum_delta_DIT","sum_delta_NOC","sum_X.WMC","sum_X.CBO","sum_X.RFC","sum_X.LCOM5","sum_X.DIT","sum_X.NOC","sum_addedsloc","sum_deletedsloc","sum_changedsloc","sum_churnsloc","sum_X.added","sum_X.deleted","sum_X.changed","sum_X.churn","bug"
"org.apache.commons.math3.analysis",435,25,13,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0.006896552,0,0.006896552,0.013793103,435,25,13,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0.006896552,0,0.006896552,0.013793103,435,25,13,31,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0.006896552,0,0.006896552,0.013793103,0
"org.apache.commons.math3.analysis.differentiation",324.4,63.4,6.4,81.6,0.4750067956,0,0,6,1.2,6,0.0157005544,0,0,0.0508615566,0.1266666666,0.032773261,0.0101014476,0,0,37.6,0.6,7.8,45.4,0.0622705318,0.0184512116,0.0296055508,0.0918760826,863,186,11,204,0.928571429,0,0,24,3,26,0.078098054,0,0,0.222222222,0.333333333,0.126829268,0.050293511,0,0,153,1,23,176,0.27079646,0.047619048,0.047619048,0.311504425,1622,317,32,408,2.375033978,0,0,30,6,30,0.078502772,0,0,0.254307783,0.633333333,0.163866305,0.050507238,0,0,188,3,39,227,0.311352659,0.092256058,0.148027754,0.459380413,0
"org.apache.commons.math3.analysis.function",20.2222222222222,3.6,2.4,11.9333333333333,NA,0,0,0,0.111111111111111,0,0,0,0,0,0.0202116402222222,0,0,0,0,0.0888888888888889,0.0222222222222222,0.133333333333333,0.222222222222222,0.00108861286666667,0.000634920644444444,0.00235845413333333,0.00344706697777778,109,18,6,33,NA,0,0,0,1,0,0,0,0,0,0.2,0,0,0,0,1,1,2,2,0.014492754,0.028571429,0.057142857,0.057142857,910,162,108,537,NA,0,0,0,5,0,0,0,0,0,0.90952381,0,0,0,0,4,1,6,10,0.048987579,0.028571429,0.106130436,0.155118014,0
"org.apache.commons.math3.analysis.integration",77.2857142857143,11.8571428571429,8.71428571428571,51.5714285714286,0.645748299285714,0.857142857142857,0.857142857142857,1.71428571428571,1.57142857142857,7,0.0714285714285714,0.142857142857143,0.142857142857143,0.157142857142857,0.182539682571429,0.144787644857143,0.142857142857143,0.142857142857143,0.163265306142857,10.1428571428571,0,1.85714285714286,12,0.156866399571429,0,0.0207051335714286,0.177571533142857,126,18,11,73,0.928571429,1,6,11,8,48,0.5,1,1,1,1,1,1,1,1,63,0,5,63,1,0,0.068493151,1,541,83,61,361,4.520238095,6,6,12,11,49,0.5,1,1,1.1,1.277777778,1.013513514,1,1,1.142857143,71,0,13,84,1.098064797,0,0.144935935,1.243000732,0
"org.apache.commons.math3.analysis.integration.gauss",65.5714285714286,10,4.28571428571429,20.8571428571429,NA,0.571428571428571,0.571428571428571,3.42857142857143,2,7,NA,0.285714285714286,0.285714285714286,0.366833166857143,0.466666666571429,0.337518037571429,0.292436974857143,0.285714285714286,0.392857142857143,20.5714285714286,1,1.71428571428571,22.2857142857143,0.344941920714286,0.0111202375714286,0.0311275168571429,0.376069437428571,119,14,9,32,NA,1,3,12,4,21,NA,1,1,1,1,1,1,1,1,87,4,4,87,1,0.052631579,0.085106383,1,459,70,30,146,NA,4,4,24,14,49,NA,2,2,2.567832168,3.266666666,2.362626263,2.047058824,2,2.75,144,7,12,156,2.414593445,0.077841663,0.217892618,2.632486062,0
"org.apache.commons.math3.analysis.interpolation",93.1764705882353,16.8235294117647,7,29.8823529411765,NA,0.0588235294117647,0.0588235294117647,1.23529411764706,0.882352941176471,1.82352941176471,0.0138562091176471,0,0,0.0623885918235294,0.089449113,0.0760562966470588,0.0592513368823529,0.0588235294117647,0.0588235294117647,6.41176470588235,1,1.29411764705882,7.70588235294118,0.0652056277058824,0.00629355405882353,0.0127004537647059,0.0779060814705882,264,40,13,83,NA,1,1,19,10,16,0.222222222,0,0,1,1,1,1,1,1,91,15,8,91,1,0.085227273,0.05952381,1,1584,286,119,508,NA,1,1,21,15,31,0.235555555,0,0,1.060606061,1.520634921,1.292957043,1.007272727,1,1,109,17,22,131,1.108495671,0.106990419,0.215907714,1.324403385,0
"org.apache.commons.math3.analysis.polynomials",138,26.2,6.8,39,0.6756944444,0,0,0.4,0.8,0.8,1.11e-17,0,0,0.019047619,0.1021428572,0.0205882352,8.32e-18,0,0,3.6,0,2.2,5.8,0.0387329268,0,0.0207561974,0.059489124,207,47,9,50,1,0,0,2,2,3,5.55e-17,0,0,0.095238095,0.285714286,0.083333333,4.16e-17,0,0,10,0,5,11,0.119047619,0,0.058823529,0.130952381,690,131,34,195,3.378472222,0,0,2,4,4,5.55e-17,0,0,0.095238095,0.510714286,0.102941176,4.16e-17,0,0,18,0,11,29,0.193664634,0,0.103780987,0.29744562,0
"org.apache.commons.math3.analysis.solvers",71.9523809523809,12.952380952381,4.04761904761905,58.7142857142857,NA,1.66666666666667,0.857142857142857,0,0.0476190476190476,0,0,0,0,0,0.0119047619047619,0,0,0,0,0.0952380952380952,0.0476190476190476,0.142857142857143,0.238095238095238,0.00237127371428571,0.000335345428571429,0.00270661914285714,0.00507789285714286,216,41,12,85,NA,3,8,0,1,0,0,0,0,0,0.25,0,0,0,0,1,1,1,2,0.041666667,0.007042254,0.041666667,0.083333333,1511,272,85,1233,NA,35,18,0,1,0,0,0,0,0,0.25,0,0,0,0,2,1,3,5,0.049796748,0.007042254,0.056839002,0.10663575,0
"org.apache.commons.math3.complex",148.833333333333,33.6666666666667,5.16666666666667,36,NA,0,0,0,0,0,0.000387596833333333,0,0,0,0,0,0.000224315833333333,0,0,0,0,0.166666666666667,0.166666666666667,0,0,0.0004262575,0.0004262575,391,101,7,81,NA,0,0,0,0,0,0.002325581,0,0,0,0,0,0.001345895,0,0,0,0,1,1,0,0,0.002557545,0.002557545,893,202,31,216,NA,0,0,0,0,0,0.002325581,0,0,0,0,0,0.001345895,0,0,0,0,1,1,0,0,0.002557545,0.002557545,0
"org.apache.commons.math3.dfp",589.6,131.6,4,113,NA,0.2,0.2,11,0.4,31.4,0.0084308808,0,0,0.028405868,0.0666666666,0.1917412046,0.0043731252,0,0,35,0.4,1.4,36.4,0.0206246318,0.0007619048,0.0028932478,0.0235178794,1697,408,9,171,NA,1,1,54,2,80,0.042154404,0,0,0.13202934,0.333333333,0.493589744,0.021865626,0,0,175,2,3,178,0.103123159,0.003809524,0.008888889,0.104890984,2948,658,20,565,NA,1,1,55,2,157,0.042154404,0,0,0.14202934,0.333333333,0.958706023,0.021865626,0,0,175,2,7,182,0.103123159,0.003809524,0.014466239,0.117589397,0
